stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.00000] opening C:\Users\pepem\OneDrive\Documentos\dev\POCs_Projeto\x64\Debug\allegro5.cfg r
dtor     D               dtor.c:227  _al_unregister_destructor        [  30.58393] removed dtor for sub_bitmap 00000279D20B9080
dtor     D               dtor.c:227  _al_unregister_destructor        [  30.58402] removed dtor for sub_bitmap 00000279D20BAF80
dtor     D               dtor.c:227  _al_unregister_destructor        [  30.58416] removed dtor for sub_bitmap 00000279D20B84E0
dtor     D               dtor.c:227  _al_unregister_destructor        [  30.58423] removed dtor for sub_bitmap 00000279D20B9E10
dtor     D               dtor.c:227  _al_unregister_destructor        [  30.58430] removed dtor for sub_bitmap 00000279D20B5A40
dtor     D               dtor.c:227  _al_unregister_destructor        [  30.58437] removed dtor for sub_bitmap 00000279D20BBD10
dtor     D               dtor.c:227  _al_unregister_destructor        [  30.58443] removed dtor for sub_bitmap 00000279D20B88C0
dtor     D               dtor.c:227  _al_unregister_destructor        [  30.58449] removed dtor for sub_bitmap 00000279D20BABA0
dtor     D               dtor.c:227  _al_unregister_destructor        [  30.58463] removed dtor for sub_bitmap 00000279D20B7B30
dtor     D               dtor.c:227  _al_unregister_destructor        [  30.58470] removed dtor for sub_bitmap 00000279D20B7D20
dtor     D               dtor.c:227  _al_unregister_destructor        [  30.58479] removed dtor for sub_bitmap 00000279D20B63F0
dtor     D               dtor.c:227  _al_unregister_destructor        [  30.58486] removed dtor for sub_bitmap 00000279D20BA000
dtor     D               dtor.c:227  _al_unregister_destructor        [  30.58494] removed dtor for sub_bitmap 00000279D20B8AB0
dtor     D               dtor.c:227  _al_unregister_destructor        [  30.58501] removed dtor for sub_bitmap 00000279D20B65E0
dtor     D               dtor.c:227  _al_unregister_destructor        [  30.58507] removed dtor for sub_bitmap 00000279D20B9270
dtor     D               dtor.c:227  _al_unregister_destructor        [  30.58514] removed dtor for sub_bitmap 00000279D20B9460
dtor     D               dtor.c:227  _al_unregister_destructor        [  30.58523] removed dtor for sub_bitmap 00000279D20BC6C0
dtor     D               dtor.c:227  _al_unregister_destructor        [  30.58530] removed dtor for sub_bitmap 00000279D20BA1F0
dtor     D               dtor.c:227  _al_unregister_destructor        [  30.58538] removed dtor for sub_bitmap 00000279D20BAD90
dtor     D               dtor.c:227  _al_unregister_destructor        [  30.58547] removed dtor for sub_bitmap 00000279D20BD260
dtor     D               dtor.c:227  _al_unregister_destructor        [  30.58555] removed dtor for sub_bitmap 00000279D20B67D0
dtor     D               dtor.c:227  _al_unregister_destructor        [  30.58566] removed dtor for sub_bitmap 00000279D20BBF00
dtor     D               dtor.c:227  _al_unregister_destructor        [  30.58576] removed dtor for sub_bitmap 00000279D20BA3E0
dtor     D               dtor.c:227  _al_unregister_destructor        [  30.58585] removed dtor for sub_bitmap 00000279D20B69C0
dtor     D               dtor.c:227  _al_unregister_destructor        [  30.58593] removed dtor for sub_bitmap 00000279D20B7560
dtor     D               dtor.c:227  _al_unregister_destructor        [  30.58601] removed dtor for sub_bitmap 00000279D20BB550
dtor     D               dtor.c:227  _al_unregister_destructor        [  30.58609] removed dtor for sub_bitmap 00000279D20BC0F0
dtor     D               dtor.c:227  _al_unregister_destructor        [  30.58617] removed dtor for sub_bitmap 00000279D20BC2E0
dtor     D               dtor.c:227  _al_unregister_destructor        [  30.58623] removed dtor for sub_bitmap 00000279D20BC8B0
dtor     D               dtor.c:227  _al_unregister_destructor        [  30.58631] removed dtor for sub_bitmap 00000279D20BCAA0
dtor     D               dtor.c:227  _al_unregister_destructor        [  30.58641] removed dtor for sub_bitmap 00000279D20BCC90
dtor     D               dtor.c:227  _al_unregister_destructor        [  30.58647] removed dtor for sub_bitmap 00000279D20BCE80
dtor     D               dtor.c:227  _al_unregister_destructor        [  30.58655] removed dtor for sub_bitmap 00000279D20BD070
dtor     D               dtor.c:227  _al_unregister_destructor        [  30.58665] removed dtor for sub_bitmap 00000279D20BD640
dtor     D               dtor.c:227  _al_unregister_destructor        [  30.58673] removed dtor for sub_bitmap 00000279D20C3D50
dtor     D               dtor.c:227  _al_unregister_destructor        [  30.58680] removed dtor for bitmap 00000279D1F9A2D0
d3d      I         d3d_disp.cpp:910  d3d_destroy_display              [  30.58711] destroying display 00000279D1EAAFA0 (current 0000000000000000)
d3d      D         d3d_disp.cpp:894  d3d_destroy_display_internals    [  30.59288] waiting for display 00000279D1EAAFA0's thread to end
d3d      W         d3d_disp.cpp:603  d3d_destroy_device               [  30.60264] d3d_destroy_device: ref count not 0
d3d      W         d3d_disp.cpp:603  d3d_destroy_device               [  30.60283] d3d_destroy_device: ref count not 0
d3d      I         d3d_disp.cpp:1557 d3d_display_thread_proc          [  30.61324] d3d display thread exits
dtor     D               dtor.c:227  _al_unregister_destructor        [  30.61660] removed dtor for timer 00000279CD912D60
dtor     D               dtor.c:227  _al_unregister_destructor        [  30.61676] removed dtor for queue 00000279CF3A6DB0
